183	Le charme de la campagne. Un cocon chaleureux.	Ländlicher Charme. Eine gemütliche Auszeit.	Lantlig charm. En ombonad tillflyktsort.	Landelijke charme. Een gezellig verblijf.	Ländleche Charme. Eng gemittlech Auszäit.
184	3 chambres	3 Schlafzimmer	3 sovrum	3 slaapkamers	3 Schlofkummeren
185	3 salles de bains	3 Badezimmer	3 badrum	3 badkamers	3 Buedzëmmeren
186	Un cottage en pierre accueillant au cœur du village d’Ortho. Avec son jardin privé et sa capacité de huit personnes, c’est le point de départ idéal pour des balades en forêt et des moments partagés dans les Ardennes.	Ein einladendes Steinhaus im Dorf Ortho. Mit privatem Garten und Platz für acht Gäste ist es ein schöner Ausgangspunkt für Waldspaziergänge und gemeinsame Zeit in den Ardennen.	Ett välkomnande stenhus i byn Ortho. Med en privat trädgård och plats för åtta är det en fin utgångspunkt för skogspromenader och tid tillsammans i Ardennerna.	Een gastvrije stenen cottage in het dorp Ortho. Met een privétuin en plaats voor acht personen is het een fijne uitvalsbasis voor boswandelingen en samenzijn in de Ardennen.	E gemittlecht Steehaus am Duerf Ortho. Mat engem private Gaart a Plaz fir aacht Leit ass et e flotte Startpunkt fir Bëschspadséiergäng a gemeinsam Zäit an den Ardennen.
188	Lavande dans les jardins de Prépinson	Lavendel in den Gärten von Prépinson	Lavendel i trädgårdarna på Prépinson	Lavendel in de tuinen van Prépinson	Lavendel an de Gäert vu Prépinson
189	Au pas de la porte	Vor Ihrer Tür	Utanför dörren	Voor de deur	Virun Ärer Dier
190	Moins de hâte.	Weniger Eile.	Mindre brådska.	Minder haast.	Manner Hetz.
191	Plus d’Ardennes.	Mehr Ardennen.	Mer Ardennerna.	Meer Ardennen.	Méi Ardennen.
192	Promenez-vous en forêt, découvrez La Roche-en-Ardenne ou installez-vous simplement dans le jardin. Ici, les plus belles journées laissent une place à l’imprévu.	Spazieren Sie durch die Wälder, entdecken Sie La Roche-en-Ardenne oder suchen Sie sich einen ruhigen Platz im Garten. Die schönsten Tage lassen Raum fürs Nichtstun.	Promenera i skogen, upptäck La Roche-en-Ardenne eller hitta en lugn plats i trädgården. De bästa dagarna lämnar utrymme för att bara vara.	Wandel door de bossen, ontdek La Roche-en-Ardenne of zoek een rustig plekje in de tuin. De mooiste dagen laten ruimte om even niets te doen.	Spadséiert duerch d’Bëscher, entdeckt La Roche-en-Ardenne oder sicht Iech eng roueg Plaz am Gaart. Déi schéinst Deeg loossen Zäit fir einfach näischt ze maachen.
193	Voir la vie au domaine	Das Leben auf dem Anwesen ansehen	Se livet på gården	Bekijk het leven op het domein	D’Liewen um Domaine kucken
194	Ortho 24 – Grange — Maison de vacances Prépinson en Belgique	Ortho 24 – Grange — Prépinson Ferienhaus in Belgien	Ortho 24 – Grange — Prépinson semesterhus i Belgien	Ortho 24 – Grange — Prépinson vakantiehuis in België	Ortho 24 – Grange — Prépinson Vakanzenhaus an der Belsch
195	Votre escapade dans les Ardennes	Ihre Auszeit in den Ardennen	Din vistelse i Ardennerna	Uw verblijf in de Ardennen	Är Auszäit an den Ardennen
197	La Grange.	Die Grange.	Grange.	De Grange.	D’Grange.
198	Voir les disponibilités sur Casapilot	Verfügbarkeit bei Casapilot prüfen	Se tillgänglighet på Casapilot	Bekijk beschikbaarheid op Casapilot	Disponibilitéit op Casapilot kucken
199	Ortho 24 – Grange · Ortho, Belgique	Ortho 24 – Grange · Ortho, Belgien	Ortho 24 – Grange · Ortho, Belgien	Ortho 24 – Grange · Ortho, België	Ortho 24 – Grange · Ortho, Belsch
200	Votre temps.	Ihre Zeit.	Din tid.	Uw tijd.	Är Zäit.
201	Votre endroit.	Ihr Ort.	Din plats.	Uw plek.	Är Plaz.
202	Piscine extérieure	Außenpool	Utomhuspool	Buitenzwembad	Schwämm dobaussen
203	Bain à remous	Whirlpool	Bubbelpool	Jacuzzi	Whirlpool
204	Home cinéma	Heimkino	Hemmabio	Thuisbioscoop	Heemkino
205	Près de La Roche-en-Ardenne, au cœur des Ardennes belges. Retrouvez les équipements, le règlement de la maison et les disponibilités sur Casapilot.	Nahe La Roche-en-Ardenne, im Herzen der belgischen Ardennen. Alle Ausstattungsdetails, Hausregeln und verfügbaren Termine finden Sie bei Casapilot.	Nära La Roche-en-Ardenne, mitt i de belgiska Ardennerna. Se alla bekvämligheter, husregler och lediga datum på Casapilot.	Vlak bij La Roche-en-Ardenne, in het hart van de Belgische Ardennen. Bekijk alle voorzieningen, huisregels en beschikbare data op Casapilot.	No bei La Roche-en-Ardenne, am Häerz vun de belschen Ardennen. All Ariichtungen, Hausreegelen a fräi Datume fannt Dir op Casapilot.
206	Préparez votre séjour.	Planen Sie Ihren Aufenthalt.	Planera din vistelse.	Plan uw verblijf.	Plangt Ären Openthalt.
207	Consultez les dates disponibles, les tarifs actuels et tous les détails pratiques sur Casapilot.	Verfügbare Termine, aktuelle Preise und alle praktischen Informationen finden Sie bei Casapilot.	Se lediga datum, aktuella priser och all praktisk information på Casapilot.	Bekijk beschikbare data, actuele prijzen en alle praktische informatie op Casapilot.	Fräi Datumen, aktuell Präisser an all praktesch Informatioune fannt Dir op Casapilot.
208	Réserver avec Casapilot	Bei Casapilot buchen	Boka med Casapilot	Boek via Casapilot	Bei Casapilot buchen
209	Une question avant de réserver ?	Noch eine Frage vor der Buchung?	En fråga innan du bokar?	Een vraag voordat u boekt?	Eng Fro ier Dir bucht?
210	Contacter Prépinson	Prépinson kontaktieren	Kontakta Prépinson	Contacteer Prépinson	Prépinson kontaktéieren
223	← Découvrir les deux maisons	← Beide Häuser entdecken	← Upptäck båda husen	← Ontdek beide huizen	← Béid Haiser entdecken
224	Ortho 25 – Cottage — Maison de vacances Prépinson en Belgique	Ortho 25 – Cottage — Prépinson Ferienhaus in Belgien	Ortho 25 – Cottage — Prépinson semesterhus i Belgien	Ortho 25 – Cottage — Prépinson vakantiehuis in België	Ortho 25 – Cottage — Prépinson Vakanzenhaus an der Belsch
226	Le Cottage.	Das Cottage.	Cottage.	De Cottage.	D’Cottage.
227	Voir les disponibilités sur Airbnb	Verfügbarkeit bei Airbnb prüfen	Se tillgänglighet på Airbnb	Bekijk beschikbaarheid op Airbnb	Disponibilitéit op Airbnb kucken
228	Ortho 25 – Cottage · Ortho, Belgique	Ortho 25 – Cottage · Ortho, Belgien	Ortho 25 – Cottage · Ortho, Belgien	Ortho 25 – Cottage · Ortho, België	Ortho 25 – Cottage · Ortho, Belsch
229	Jardin privé	Privater Garten	Privat trädgård	Privétuin	Private Gaart
230	Cuisine	Küche	Kök	Keuken	Kichen
231	2 places de parking	2 Parkplätze	2 parkeringsplatser	2 parkeerplaatsen	2 Parkplazen
232	Près de La Roche-en-Ardenne, au cœur des Ardennes belges. Retrouvez les équipements, le règlement de la maison et les disponibilités sur Airbnb.	Nahe La Roche-en-Ardenne, im Herzen der belgischen Ardennen. Alle Ausstattungsdetails, Hausregeln und verfügbaren Termine finden Sie bei Airbnb.	Nära La Roche-en-Ardenne, mitt i de belgiska Ardennerna. Se alla bekvämligheter, husregler och lediga datum på Airbnb.	Vlak bij La Roche-en-Ardenne, in het hart van de Belgische Ardennen. Bekijk alle voorzieningen, huisregels en beschikbare data op Airbnb.	No bei La Roche-en-Ardenne, am Häerz vun de belschen Ardennen. All Ariichtungen, Hausreegelen a fräi Datume fannt Dir op Airbnb.
233	Consultez les dates disponibles, les tarifs actuels et tous les détails pratiques sur Airbnb.	Verfügbare Termine, aktuelle Preise und alle praktischen Informationen finden Sie bei Airbnb.	Se lediga datum, aktuella priser och all praktisk information på Airbnb.	Bekijk beschikbare data, actuele prijzen en alle praktische informatie op Airbnb.	Fräi Datumen, aktuell Präisser an all praktesch Informatioune fannt Dir op Airbnb.
234	Réserver avec Airbnb	Bei Airbnb buchen	Boka med Airbnb	Boek via Airbnb	Bei Airbnb buchen
236	Ortho 25 Cottage — façade en pierre	Ortho 25 Cottage — Steinfassade	Ortho 25 Cottage — stenfasad	Ortho 25 Cottage — natuurstenen gevel	Ortho 25 Cottage — Steefassad
